,Source,Date,Positive Score,Negative Score,Neutral Score,Compounded Score,Text
126,CBS,Sun Feb 25 21:51:32 +0000 2018,0.0,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…
127,CBS,Sun Feb 25 21:51:22 +0000 2018,0.0,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb"
128,CBS,Fri Feb 23 18:15:40 +0000 2018,0.155,0.0,0.845,0.5093,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…
129,CBS,Thu Feb 22 19:26:52 +0000 2018,0.0,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…"
130,CBS,Wed Feb 21 19:20:04 +0000 2018,0.0,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…
131,CBS,Wed Feb 21 18:19:25 +0000 2018,0.248,0.0,0.752,0.6808,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…"
132,CBS,Tue Feb 20 19:55:19 +0000 2018,0.116,0.0,0.884,0.4404,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…"
133,CBS,Tue Feb 20 17:58:18 +0000 2018,0.0,0.119,0.881,-0.4019,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…"
134,CBS,Tue Feb 20 17:39:51 +0000 2018,0.128,0.0,0.872,0.3612,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v
135,CBS,Sat Feb 17 01:07:20 +0000 2018,0.227,0.0,0.773,0.6124,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB"
136,CBS,Fri Feb 16 18:42:43 +0000 2018,0.108,0.0,0.892,0.3182,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…"
137,CBS,Fri Feb 16 17:48:20 +0000 2018,0.248,0.0,0.752,0.68,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H"
138,CBS,Wed Feb 14 19:23:27 +0000 2018,0.466,0.0,0.534,0.8619,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC
139,CBS,Tue Feb 13 20:03:56 +0000 2018,0.0,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…"
140,CBS,Tue Feb 13 18:54:52 +0000 2018,0.252,0.0,0.748,0.7506,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…"
141,CBS,Mon Feb 12 18:49:45 +0000 2018,0.0,0.0,1.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…
142,CBS,Mon Feb 12 01:32:33 +0000 2018,0.0,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…
143,CBS,Fri Feb 09 00:50:01 +0000 2018,0.304,0.0,0.696,0.8478,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…
144,CBS,Thu Feb 08 16:09:35 +0000 2018,0.0,0.186,0.814,-0.5859,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…
145,CBS,Wed Feb 07 18:35:19 +0000 2018,0.066,0.0,0.934,0.0516,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…"
146,CBS,Wed Feb 07 16:17:48 +0000 2018,0.312,0.152,0.536,0.5574,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z"
147,CBS,Tue Feb 06 22:21:39 +0000 2018,0.0,0.0,1.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…"
148,CBS,Tue Feb 06 17:05:49 +0000 2018,0.121,0.106,0.773,0.0772,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…"
149,CBS,Sun Feb 04 15:35:36 +0000 2018,0.0,0.0,1.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…"
150,CBS,Sun Feb 04 12:00:01 +0000 2018,0.118,0.0,0.882,0.1531,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0"
151,CBS,Sat Feb 03 23:11:43 +0000 2018,0.0,0.0,1.0,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP
152,CBS,Sat Feb 03 12:00:07 +0000 2018,0.338,0.0,0.662,0.8268,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT"
153,CBS,Fri Feb 02 22:36:13 +0000 2018,0.0,0.075,0.925,-0.0772,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…
154,CBS,Fri Feb 02 20:07:40 +0000 2018,0.144,0.0,0.856,0.4019,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp"
155,CBS,Fri Feb 02 19:03:33 +0000 2018,0.124,0.0,0.876,0.4003,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…
156,CBS,Fri Feb 02 17:23:18 +0000 2018,0.166,0.0,0.834,0.6114,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg
157,CBS,Thu Feb 01 22:04:41 +0000 2018,0.0,0.0,1.0,0.0,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02
158,CBS,Thu Feb 01 20:09:49 +0000 2018,0.0,0.0,1.0,0.0,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG"
159,CBS,Wed Jan 31 21:42:15 +0000 2018,0.088,0.0,0.912,0.1139,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu"
160,CBS,Wed Jan 31 17:05:47 +0000 2018,0.135,0.115,0.75,0.1007,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…
161,CBS,Wed Jan 31 16:37:17 +0000 2018,0.188,0.0,0.812,0.4588,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd"
162,CBS,Wed Jan 31 06:55:30 +0000 2018,0.126,0.095,0.779,0.1779,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX
163,CBS,Wed Jan 31 02:15:16 +0000 2018,0.179,0.252,0.569,-0.2263,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials"
164,CBS,Wed Jan 31 01:58:40 +0000 2018,0.0,0.256,0.744,-0.4767,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so"
165,CBS,Wed Jan 31 01:52:46 +0000 2018,0.256,0.119,0.625,0.4939,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one."
166,CBS,Wed Jan 31 01:49:43 +0000 2018,0.19,0.0,0.81,0.5093,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy"
167,CBS,Wed Jan 31 01:31:27 +0000 2018,0.434,0.0,0.566,0.8261,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials
168,CBS,Wed Jan 31 01:29:10 +0000 2018,0.414,0.0,0.586,0.8309,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!
169,CBS,Wed Jan 31 01:24:16 +0000 2018,0.386,0.0,0.614,0.6588,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials
170,CBS,Wed Jan 31 01:18:37 +0000 2018,0.0,0.398,0.602,-0.5106,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk
171,CBS,Wed Jan 31 01:17:37 +0000 2018,0.0,0.0,1.0,0.0,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials
172,CBS,Wed Jan 31 01:16:15 +0000 2018,0.349,0.0,0.651,0.7525,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug
173,CBS,Wed Jan 31 01:08:01 +0000 2018,0.0,0.0,1.0,0.0,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌
174,CBS,Wed Jan 31 01:04:34 +0000 2018,0.58,0.0,0.42,0.8516,RT @Mixxxalv: Watching #superbowlcommercials let the best win!
175,CBS,Wed Jan 31 01:00:35 +0000 2018,0.351,0.0,0.649,0.8442,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u
176,CBS,Wed Jan 31 00:55:04 +0000 2018,0.406,0.0,0.594,0.923,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd
177,CBS,Wed Jan 31 00:37:20 +0000 2018,0.206,0.0,0.794,0.5994,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg"
178,CBS,Wed Jan 31 00:11:53 +0000 2018,0.407,0.0,0.593,0.8834,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5"
179,CBS,Tue Jan 30 23:35:01 +0000 2018,0.276,0.0,0.724,0.8553,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98
180,CBS,Tue Jan 30 21:19:22 +0000 2018,0.306,0.0,0.694,0.8553,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN
181,CBS,Tue Jan 30 18:46:04 +0000 2018,0.391,0.0,0.609,0.9215,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5"
182,CBS,Tue Jan 30 16:00:02 +0000 2018,0.0,0.0,1.0,0.0,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli
183,CBS,Tue Jan 30 04:03:31 +0000 2018,0.187,0.0,0.813,0.5994,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN"
184,CBS,Tue Jan 30 03:17:51 +0000 2018,0.289,0.0,0.711,0.6908,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN
185,CBS,Tue Jan 30 02:12:15 +0000 2018,0.0,0.0,1.0,0.0,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6
186,CBS,Tue Jan 30 01:29:06 +0000 2018,0.0,0.115,0.885,-0.296,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22
187,CBS,Tue Jan 30 00:11:05 +0000 2018,0.0,0.0,1.0,0.0,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR
188,CBS,Mon Jan 29 22:45:21 +0000 2018,0.115,0.0,0.885,0.3818,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu
189,CBS,Mon Jan 29 22:10:15 +0000 2018,0.162,0.079,0.758,0.5093,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ
190,CBS,Mon Jan 29 20:00:04 +0000 2018,0.0,0.0,1.0,0.0,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f
191,CBS,Mon Jan 29 19:00:05 +0000 2018,0.286,0.0,0.714,0.7783,🎶@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx
192,CBS,Mon Jan 29 18:00:02 +0000 2018,0.442,0.0,0.558,0.9259,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK
193,CBS,Mon Jan 29 17:15:04 +0000 2018,0.0,0.0,1.0,0.0,✨@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC
194,CBS,Mon Jan 29 16:00:05 +0000 2018,0.163,0.0,0.837,0.5106,"Relive epic GRAMMY rock performances from @Metallica, @beck, @coldplay and more on @AppleMusic. Start your free tri… https://t.co/xmkaZGjlMM"
195,CBS,Mon Jan 29 15:00:03 +0000 2018,0.086,0.0,0.914,0.1531,"The #GRAMMYs were full of emotional performances, stirring speeches, and jaw-dropping fashion. See all the red carp… https://t.co/yqpOW9tWm3"
196,CBS,Mon Jan 29 14:00:02 +0000 2018,0.136,0.123,0.741,0.3182,Watch @BrunoMars and @iamcardib pull out all the stops at the #GRAMMYs for their fun and funky duet of 'Finesse.'… https://t.co/z1ZTosotw9
197,CBS,Mon Jan 29 13:00:01 +0000 2018,0.293,0.0,0.707,0.6597,"With his powerful single 'Pray,"" @samsmithworld captivated the #GRAMMYs crowd. Watch the full performance:… https://t.co/159qGVFyxW"
198,CBS,Mon Jan 29 12:00:03 +0000 2018,0.0,0.0,1.0,0.0,Music's biggest stars came together for a night of celebration and song at the The 60th Annual #GRAMMYs! Stream the… https://t.co/flFIflTQ5s
199,CBS,Mon Jan 29 08:18:18 +0000 2018,0.0,0.0,1.0,0.0,The stage was packed with star power from start to finish on Music's Biggest Night®! Catch up on all the live perfo… https://t.co/Mzqp82FiUS
200,CNN,Mon Mar 05 09:14:48 +0000 2018,0.107,0.0,0.893,0.34,"The US Embassy in Turkey told American citizens it is closed to the public on Monday because of a ""security threat,… https://t.co/mEr1ZRsLHI"
201,CNN,Mon Mar 05 09:04:24 +0000 2018,0.451,0.0,0.549,0.91,"""The Shape of Water"" concludes its award season hot streak with a best picture win https://t.co/QU9LA0Fn5A #Oscars https://t.co/xu1RDswYGw"
202,CNN,Mon Mar 05 08:52:02 +0000 2018,0.0,0.0,1.0,0.0,Could Mongolian yak wool be the new cashmere?https://t.co/mdEAGX86Bk https://t.co/DAIenyJrK7
203,CNN,Mon Mar 05 08:36:37 +0000 2018,0.12,0.0,0.88,0.3818,The Chinese government announces economic growth target of 6.5% -- several notches below the 6.9% rate at which the… https://t.co/KzLHV6ZF5N
204,CNN,Mon Mar 05 08:15:04 +0000 2018,0.0,0.0,1.0,0.0,"This little girl was completely awestruck by Michelle Obama's portrait and believes that the former first lady is ""… https://t.co/7Ut6wUv0gE"
205,CNN,Mon Mar 05 08:04:24 +0000 2018,0.0,0.221,0.779,-0.6249,"Sir Roger Bannister, famed for being the first runner to break the four-minute-mile barrier, died on Saturday. He w… https://t.co/0gIEGNtr9c"
206,CNN,Mon Mar 05 07:45:12 +0000 2018,0.061,0.0,0.939,0.0772,"""I want to dedicate this to everyone who let me raise my voice."" Jordan Peele becomes the first black screenwriter… https://t.co/zwEHnz0rjE"
207,CNN,Mon Mar 05 07:39:49 +0000 2018,0.0,0.213,0.787,-0.5574,"South Africa's health ministry is warning consumers to avoid ""all processed meat products that are sold as ready-to… https://t.co/uX1zaZ5ccz"
208,CNN,Mon Mar 05 07:34:29 +0000 2018,0.0,0.0,1.0,0.0,"A high-ranking South Korean delegation headed to North Korea on Monday, where they will raise the possibility of ta… https://t.co/O5ttCjMsXl"
209,CNN,Mon Mar 05 07:30:28 +0000 2018,0.0,0.0,1.0,0.0,"This little girl was completely awestruck by Michelle Obama's portrait and believes that the former first lady is ""… https://t.co/arjDEpxcMH"
210,CNN,Mon Mar 05 07:26:57 +0000 2018,0.265,0.0,0.735,0.6597,Italy is facing a populist uprising after a surge in support for anti-European parties in Sunday's parliamentary el… https://t.co/uW1zrBpqlx
211,CNN,Mon Mar 05 07:21:47 +0000 2018,0.423,0.0,0.577,0.9001,"During her acceptance speech, best actress winner Frances McDormand invited all the Oscar-nominated women in the au… https://t.co/hzPUy9qUmK"
212,CNN,Mon Mar 05 07:15:03 +0000 2018,0.0,0.0,1.0,0.0,Syrian President Bashar al-Assad says operations in Eastern Ghouta will continue https://t.co/gCTFkUWHZu https://t.co/utai7jnrUW
213,CNN,Mon Mar 05 07:10:04 +0000 2018,0.576,0.0,0.424,0.9426,Keegan-Michael Key cheering for BFF Jordan Peele's Oscar win is friend goals https://t.co/mbSXwmvbJ0 #Oscars https://t.co/JITgEUGF3R
214,CNN,Mon Mar 05 07:00:33 +0000 2018,0.0,0.0,1.0,0.0,Could Mongolian yak wool be the new cashmere?https://t.co/CAVHzLZ9y1 https://t.co/jQk2KbCXuh
215,CNN,Mon Mar 05 07:00:05 +0000 2018,0.0,0.0,1.0,0.0,"Robin Wright takes the lead in the first trailer for ""House of Cards"" Season 6 https://t.co/KAbkfBSeZP https://t.co/HWAHDUVWQq"
216,CNN,Mon Mar 05 06:45:09 +0000 2018,0.0,0.081,0.919,-0.128,China's parliament session: Xi Jinping to dominate this year's proceedings as delegates are expected to rubber stam… https://t.co/I2pBKebgkR
217,CNN,Mon Mar 05 06:30:10 +0000 2018,0.0,0.216,0.784,-0.5106,What Parkland law enforcement failed to learn from Columbine https://t.co/fDnfh35fJL (via @CNNOpinion) https://t.co/PIEqdXhORU
218,CNN,Mon Mar 05 06:15:08 +0000 2018,0.0,0.0,1.0,0.0,"Former Secretary of State Condoleezza Rice says America is ""a country divided"" https://t.co/OKk1mhjkJK https://t.co/2F7qYMtqO1"
219,CNN,Mon Mar 05 06:00:20 +0000 2018,0.15,0.0,0.85,0.4588,Rita Moreno wears the same dress she wore to the 1962 #Oscars to Sunday's Academy Awards https://t.co/oYBZ7uCbAX https://t.co/lMaXjEljy8
220,CNN,Mon Mar 05 05:45:07 +0000 2018,0.471,0.0,0.529,0.8402,Jet-ski winner Mark Bridges had the best #Oscars night https://t.co/NwjCJIIDG2 https://t.co/XsN13UDfoM
221,CNN,Mon Mar 05 05:45:05 +0000 2018,0.0,0.0,1.0,0.0,"Of course, the #Oscars have plenty of political moments https://t.co/GYFMXWCtAY https://t.co/jGwGzVHXlV"
222,CNN,Mon Mar 05 05:33:33 +0000 2018,0.123,0.0,0.877,0.4215,"""We all have stories to tell."" Frances McDormand invites all female Oscar nominees to stand up in an inspiring spee… https://t.co/uW1HsTUca7"
223,CNN,Mon Mar 05 05:30:14 +0000 2018,0.237,0.0,0.763,0.4767,Here's a full list of the #Oscars nominees and winners https://t.co/OtXLWPDEUn https://t.co/GjnWZGb7RZ
224,CNN,Mon Mar 05 05:25:06 +0000 2018,0.107,0.0,0.893,0.34,"The US Embassy in Turkey told American citizens it is closed to the public on Monday because of a ""security threat,… https://t.co/YrRxUJopAF"
225,CNN,Mon Mar 05 05:15:09 +0000 2018,0.451,0.0,0.549,0.91,"""The Shape of Water"" concludes its award season hot streak with a best picture win https://t.co/9ykf4rghf3 #Oscars https://t.co/TuZxFqsYUj"
226,CNN,Mon Mar 05 05:01:10 +0000 2018,0.0,0.0,1.0,0.0,Jimmy Kimmel's Oscars movie theater stunt was a hit https://t.co/Pham0gw9gS https://t.co/iQeFereksA
227,CNN,Mon Mar 05 05:00:46 +0000 2018,0.257,0.175,0.568,0.4371,"""The Shape of Water"" wins as the #Oscars tackle the serious without losing the fun https://t.co/kwI03xWXdE https://t.co/wNXf6PjnLN"
228,CNN,Mon Mar 05 04:48:38 +0000 2018,0.0,0.081,0.919,-0.128,China's parliament session: Xi Jinping to dominate this year's proceedings as delegates are expected to rubber stam… https://t.co/fWhZ7hqN6c
229,CNN,Mon Mar 05 04:47:07 +0000 2018,0.441,0.0,0.559,0.836,JUST IN: “The Shape of Water” wins best picture #Oscars https://t.co/VtISBHbh9z https://t.co/nf9nYZuA6F
230,CNN,Mon Mar 05 04:35:24 +0000 2018,0.0,0.0,1.0,0.0,"These are the 10 activists who were on stage with Common and Andra Day:

■ Alice Brown Otter
■ Bana Alabed
■ Bryan… https://t.co/xUnaYTQXQf"
231,CNN,Mon Mar 05 04:35:08 +0000 2018,0.361,0.0,0.639,0.836,"Frances McDormand wins best actress in a leading role for “Three Billboards Outside Ebbing, Missouri” #Oscars… https://t.co/daVIL7NlRL"
232,CNN,Mon Mar 05 04:25:13 +0000 2018,0.397,0.0,0.603,0.836,Gary Oldman wins best actor in a leading role for “Darkest Hour” #Oscars https://t.co/g5f1xs8CnO https://t.co/uqKPDu4gTL
233,CNN,Mon Mar 05 04:15:05 +0000 2018,0.397,0.0,0.603,0.836,Guillermo del Toro wins best directing for “The Shape of Water” #Oscars https://t.co/YqrvqihE7o https://t.co/pOO0nq5kGb
234,CNN,Mon Mar 05 04:15:05 +0000 2018,0.394,0.0,0.606,0.7579,The #Oscars celebrate women and diversity with a powerful #TimesUp montage https://t.co/QxdvOelUcX https://t.co/Is6HIkJuY8
235,CNN,Mon Mar 05 04:04:06 +0000 2018,0.56,0.0,0.44,0.8807,“Coco” wins best original song for “Remember Me” #Oscars https://t.co/6PD8NddOap https://t.co/lXWgMaaTfu
236,CNN,Mon Mar 05 04:00:24 +0000 2018,0.56,0.0,0.44,0.8807,“The Shape of Water” wins best original score #Oscars https://t.co/XzuYLSCWqq https://t.co/Vf6awwIRMB
237,CNN,Mon Mar 05 03:50:05 +0000 2018,0.167,0.0,0.833,0.5574,"Daniela Vega, the star of Oscar-winning film ""A Fantastic Woman,"" makes Oscar history, becoming the first openly tr… https://t.co/VS3JFsgXJh"
238,CNN,Mon Mar 05 03:49:14 +0000 2018,0.53,0.0,0.47,0.836,“Blade Runner 2049” wins best cinematography #Oscars https://t.co/xImqtr2Ttg https://t.co/7rbLFvl9m6
239,CNN,Mon Mar 05 03:46:49 +0000 2018,0.061,0.0,0.939,0.0772,"""I want to dedicate this to everyone who let me raise my voice."" Jordan Peele becomes the first black screenwriter… https://t.co/V7tYyTupHM"
240,CNN,Mon Mar 05 03:46:47 +0000 2018,0.0,0.151,0.849,-0.5994,"For the first time since the end of the Vietnam War more than four decades ago, a US Navy aircraft carrier will set… https://t.co/MfHhw66DEB"
241,CNN,Mon Mar 05 03:38:04 +0000 2018,0.63,0.0,0.37,0.8807,“Get Out” wins best original screenplay #Oscars https://t.co/4xdUYlDptp https://t.co/7khrGqWaJs
242,CNN,Mon Mar 05 03:33:05 +0000 2018,0.441,0.0,0.559,0.836,“Call Me by Your Name” wins best adapted screenplay #Oscars https://t.co/qtFq7lpFbI https://t.co/lgSFgo4VRa
243,CNN,Mon Mar 05 03:25:50 +0000 2018,0.0,0.0,1.0,0.0,"A cold snap gripping Europe continued to take a toll into the weekend, with 3 more deaths reported in Poland https://t.co/FJebsUI1fs"
244,CNN,Mon Mar 05 03:16:09 +0000 2018,0.441,0.0,0.559,0.836,“The Silent Child” wins best live action short film #Oscars https://t.co/d4DkZCBEk9 https://t.co/f0SP1f41BD
245,CNN,Mon Mar 05 03:13:26 +0000 2018,0.397,0.0,0.603,0.836,“Heaven is a Traffic Jam on the 405” wins best documentary short #Oscars https://t.co/ctVT6JViYZ https://t.co/WPIVOp7neH
246,CNN,Mon Mar 05 03:10:14 +0000 2018,0.0,0.0,1.0,0.0,"Guatemala will move its embassy in Israel to Jerusalem in two months, just two days after the US plans to relocate… https://t.co/mrklXP3KqO"
247,CNN,Mon Mar 05 03:04:21 +0000 2018,0.231,0.0,0.769,0.4588,"RT @CNNPhotos: The 2018 Academy Awards, in pictures: https://t.co/kaepIAw7rI #Oscars https://t.co/tkOrLnLaLL"
248,CNN,Mon Mar 05 02:59:34 +0000 2018,0.12,0.0,0.88,0.3818,The Chinese government announces economic growth target of 6.5% -- several notches below the 6.9% rate at which the… https://t.co/FvZDmwC10t
249,CNN,Mon Mar 05 02:57:53 +0000 2018,0.303,0.0,0.697,0.7269,The winners list: See if your favorite films are scoring big at the #Oscars. https://t.co/P6l6mEbyXu https://t.co/ishfb9j81T
