,Source,Date,Positive Score,Negative Score,Neutral Score,Compounded Score,Text
250,CNN,Mon Mar 05 02:57:08 +0000 2018,0.568,0.0,0.432,0.836,“Dunkirk” wins best film editing #Oscars https://t.co/WU3Vo7mILJ https://t.co/5aZJQRqVv3
251,CNN,Mon Mar 05 02:54:05 +0000 2018,0.497,0.0,0.503,0.836,“Blade Runner 2049” wins best visual effects #Oscars https://t.co/MCmyDExR5k https://t.co/zYhDsmaVCx
252,CNN,Mon Mar 05 02:47:55 +0000 2018,0.0,0.221,0.779,-0.6249,"Sir Roger Bannister, famed for being the first runner to break the four-minute-mile barrier, died on Saturday. He w… https://t.co/xdMnfUaf0w"
253,CNN,Mon Mar 05 02:42:07 +0000 2018,0.53,0.0,0.47,0.836,“Coco” wins best animated feature film #Oscars https://t.co/iL6PqHu3Ow https://t.co/MIKzo9C8Cg
254,CNN,Mon Mar 05 02:40:15 +0000 2018,0.268,0.0,0.732,0.6705,"""Dreams are the foundation of Hollywood."" Lupita Nyong'o and Kumail Nanjiani deliver a powerful message to ""Dreamer… https://t.co/B2mhrZ5PJ4"
255,CNN,Mon Mar 05 02:39:06 +0000 2018,0.497,0.0,0.503,0.836,“Dear Basketball” wins best animated short film #Oscars https://t.co/EMBBntuBoP https://t.co/Rp4HScODVT
256,CNN,Mon Mar 05 02:31:05 +0000 2018,0.495,0.0,0.505,0.8957,"Allison Janney wins best actress in a supporting role for “I, Tonya” #Oscars https://t.co/Zg9aOU8eLN https://t.co/eaS2GV7YLS"
257,CNN,Mon Mar 05 02:27:24 +0000 2018,0.143,0.0,0.857,0.4588,Rita Moreno wears the same dress she wore to the #Oscars in 1962 to Sunday's Academy Awards. https://t.co/q6jiuUXx38 https://t.co/dfj8ds7P7c
258,CNN,Mon Mar 05 02:25:07 +0000 2018,0.59,0.0,0.41,0.91,“A Fantastic Woman” wins best foreign language film #Oscars https://t.co/NJvn1fO0iV https://t.co/2faxahHzai
259,CNN,Mon Mar 05 02:23:32 +0000 2018,0.0,0.0,1.0,0.0,Host Jimmy Kimmel asks Steven Spielberg if he has any pot. Follow along with our #Oscars live blog:… https://t.co/XZ3d8tmv5o
260,CNN,Mon Mar 05 02:11:16 +0000 2018,0.467,0.0,0.533,0.836,“The Shape of Water” wins best production design #Oscars https://t.co/3LiuMZZrZA https://t.co/3UouzIkrnM
261,CNN,Mon Mar 05 02:09:30 +0000 2018,0.36,0.0,0.64,0.7351,Read the best jokes and one-liners from Jimmy Kimmel's monologue  https://t.co/HrkYNQO2D2 #Oscars https://t.co/QI6kwf5D7Y
262,CNN,Mon Mar 05 02:02:08 +0000 2018,0.568,0.0,0.432,0.836,“Dunkirk” wins best sound mixing #Oscars https://t.co/cJWA1m90WX https://t.co/w2ehU6mURI
263,CNN,Mon Mar 05 01:59:08 +0000 2018,0.568,0.0,0.432,0.836,“Dunkirk” wins best sound editing #Oscars https://t.co/ab5ebzGZ5P https://t.co/Mc8GNVUlBT
264,CNN,Mon Mar 05 01:52:42 +0000 2018,0.234,0.0,0.766,0.7003,China plans to boost its military spending by 8.1% in 2018 as it looks to further advance an ambitious modernizatio… https://t.co/TdYIPinrBf
265,CNN,Mon Mar 05 01:51:52 +0000 2018,0.257,0.199,0.543,0.3818,The #Oscars hope to avoid a repeat of last year's best picture fiasco. Tonight's envelopes state the categories in… https://t.co/lxvvVYvWR7
266,CNN,Mon Mar 05 01:41:13 +0000 2018,0.568,0.0,0.432,0.836,“Icarus” wins best documentary feature #Oscars https://t.co/i8JFjh2dNN https://t.co/z3kQmQmzuz
267,CNN,Mon Mar 05 01:38:40 +0000 2018,0.0,0.176,0.824,-0.5733,"""We don't make films like 'Call Me By Your Name' for money. We make them to upset Mike Pence,"" Jimmy Kimmel quips i… https://t.co/kRl0OdiK3D"
268,CNN,Mon Mar 05 01:36:20 +0000 2018,0.123,0.1,0.776,0.128,"Polls have closed in Italian parliamentary elections, with the first exit polls showing no party has received more… https://t.co/LKs9k5C6aZ"
269,CNN,Mon Mar 05 01:33:09 +0000 2018,0.53,0.0,0.47,0.836,“Phantom Thread” wins best costume design #Oscars https://t.co/swgoIiezZt https://t.co/VMFgBzQgmM
270,CNN,Mon Mar 05 01:30:10 +0000 2018,0.0,0.0,1.0,0.0,Here's where you can watch 30 of this year's Oscar-nominated movies https://t.co/BF3sErmxFf https://t.co/C3O9X3Fa7J
271,CNN,Mon Mar 05 01:28:02 +0000 2018,0.497,0.0,0.503,0.836,“Darkest Hour” wins best makeup and hairstyling #Oscars https://t.co/vCTrEwEUq5 https://t.co/ZfClzEyjFq
272,CNN,Mon Mar 05 01:19:08 +0000 2018,0.435,0.0,0.565,0.8957,"Sam Rockwell wins best actor in a supporting role for “Three Billboards Outside of Ebbing, Missouri” #Oscars… https://t.co/vh73HkfFCj"
273,CNN,Mon Mar 05 01:16:47 +0000 2018,0.0,0.0,1.0,0.0,"""This is history in the making right here."" Jimmy Kimmel opens the #Oscars with a pointed monologue.… https://t.co/ueaKLUwFUa"
274,CNN,Mon Mar 05 01:15:03 +0000 2018,0.181,0.0,0.819,0.4767,Watching the #Oscars? Follow along live to see the winners and other happenings: https://t.co/0FULq45bUr https://t.co/pfd9WcpTZ4
275,CNN,Mon Mar 05 01:11:36 +0000 2018,0.0,0.0,1.0,0.0,Live blog: Follow along for all the biggest moments #Oscars https://t.co/xfGavvlsRZ https://t.co/dIN7bAVuKm
276,CNN,Mon Mar 05 01:00:50 +0000 2018,0.0,0.248,0.752,-0.3182,Ryan Seacrest avoids awkward encounters on the #Oscars red carpet. https://t.co/lrM8muS9p5 https://t.co/SOhYCVknQz
277,CNN,Mon Mar 05 01:00:09 +0000 2018,0.162,0.23,0.608,-0.25,"""Security threat"" forces closing of US Embassy in Turkey https://t.co/5ijMbgetK2 https://t.co/6uz0CUXws2"
278,CNN,Mon Mar 05 01:00:06 +0000 2018,0.0,0.0,1.0,0.0,"RT @CNNPhotos: The stars are out! See what they’re wearing on the red carpet before Hollywood’s biggest night of the year, the Academy Awar…"
279,CNN,Mon Mar 05 00:45:07 +0000 2018,0.0,0.248,0.752,-0.5106,"Remembering the ""Moonlight"" and ""La La Land"" Oscars fiasco https://t.co/qEQ6zy5Luk https://t.co/MAts5BWRkO"
280,CNN,Mon Mar 05 00:30:13 +0000 2018,0.0,0.0,1.0,0.0,This start-up wants to evaluate your news sources https://t.co/trBsNiS3ky https://t.co/rFiwpxcEf0
281,CNN,Mon Mar 05 00:20:12 +0000 2018,0.0,0.0,1.0,0.0,See what the stars are wearing on the Oscars red carpet — and find out why figure-skating Olympian Adam Rippon is t… https://t.co/UwKsbghkI1
282,CNN,Mon Mar 05 00:00:39 +0000 2018,0.0,0.0,1.0,0.0,"Former Secretary of State Condoleezza Rice says Secretary of State Rex Tillerson's job can be ""exceedingly difficul… https://t.co/tBuEIMBvMQ"
283,CNN,Sun Mar 04 23:45:06 +0000 2018,0.0,0.0,1.0,0.0,Jimmy Kimmel brings new political profile to Oscar-host role https://t.co/AO2WkjuHwE https://t.co/uS09CZuAjX
284,CNN,Sun Mar 04 23:30:14 +0000 2018,0.167,0.0,0.833,0.4588,See what your favorite celebrities are wearing on the red carpet at the #Oscars. https://t.co/1hF4kqTaGL https://t.co/cf9TwnjChw
285,CNN,Sun Mar 04 23:30:12 +0000 2018,0.0,0.111,0.889,-0.128,West Virginia teachers will strike for eighth day after legislative impasse https://t.co/o7uXQyelVc https://t.co/4bBYm1GoW8
286,CNN,Sun Mar 04 23:15:04 +0000 2018,0.25,0.0,0.75,0.4588,Oscars close awards season darkened by #MeToo cloud https://t.co/dIvSB5wtOd https://t.co/gIF0ISGrrf
287,CNN,Sun Mar 04 23:00:22 +0000 2018,0.0,0.0,1.0,0.0,Polls close in Italian parliamentary elections https://t.co/fXYD1R98Lm https://t.co/RJT8wc2Qnj
288,CNN,Sun Mar 04 22:49:30 +0000 2018,0.0,0.0,1.0,0.0,"""We have some record nominations this year for the black community, but the fact that we are still talking about fi… https://t.co/d7lO09zxWM"
289,CNN,Sun Mar 04 22:30:26 +0000 2018,0.355,0.0,0.645,0.5267,Lacoste adopts temporary logo to help endangered species https://t.co/lFr13YKbXg https://t.co/r9MgEmV9G7
290,CNN,Sun Mar 04 22:19:06 +0000 2018,0.0,0.0,1.0,0.0,"This little girl was completely awestruck by Michelle Obama's portrait and believes that the former first lady is ""… https://t.co/5xpNihqcvX"
291,CNN,Sun Mar 04 22:04:50 +0000 2018,0.13,0.0,0.87,0.4588,This is what to expect at tonight's Academy Awards. CNN correspondent Stephanie Elam is live on the #Oscars red car… https://t.co/ENjgJF4Jm0
292,CNN,Sun Mar 04 22:00:03 +0000 2018,0.0,0.0,1.0,0.0,"Need to prep your #Oscars picks at the last minute? Here's the full list of nominees, plus a printable ballot:… https://t.co/amASAfwKOr"
293,CNN,Sun Mar 04 21:45:53 +0000 2018,0.0,0.135,0.865,-0.3612,Israeli Prime Minister Benjamin Netanyahu is fighting for his political survival. Here's what else President Trump… https://t.co/4h5otK4fEq
294,CNN,Sun Mar 04 21:38:07 +0000 2018,0.116,0.0,0.884,0.1477,"So, you want to make an Oscar-winning movie? Take this quiz. https://t.co/hCRbYPiSv2 https://t.co/TBeaRNOOuW"
295,CNN,Sun Mar 04 21:23:08 +0000 2018,0.0,0.0,1.0,0.0,Advertisers flee InfoWars founder Alex Jones' YouTube channel https://t.co/wSRTqvIlTe https://t.co/bcNnOXB7HC
296,CNN,Sun Mar 04 21:14:02 +0000 2018,0.0,0.0,1.0,0.0,The Trump administration is pushing back on reports that White House chief economist Gary Cohn is mulling White Hou… https://t.co/coTX4cfqBc
297,CNN,Sun Mar 04 21:04:05 +0000 2018,0.0,0.0,1.0,0.0,Here's what corporate America is saying about Trump's tariffs https://t.co/7wL5iCpCqQ https://t.co/qC5bExcl5A
298,CNN,Sun Mar 04 20:54:07 +0000 2018,0.355,0.0,0.645,0.5267,Lacoste adopts temporary logo to help endangered species https://t.co/lCXbSTmxYC https://t.co/GYE5iRpxlr
299,CNN,Sun Mar 04 20:45:13 +0000 2018,0.184,0.0,0.816,0.4019,Dwyane Wade gives special jersey to family of slain Florida student https://t.co/qGUZbFbDVV https://t.co/IKfaxOehbv
300,Fox News,Mon Mar 05 09:15:00 +0000 2018,0.197,0.145,0.658,0.2023,".@Kathy4Truth: ""No one cares about Russia except for Democrats and Russians."" https://t.co/N6duRRlZuC"
301,Fox News,Mon Mar 05 09:10:03 +0000 2018,0.0,0.167,0.833,-0.3818,"As tariff battle heats up, #Trump says US steel, aluminum industries 'dead' https://t.co/zICZNhpRvt https://t.co/9JrUxflyhz"
302,Fox News,Mon Mar 05 09:10:00 +0000 2018,0.0,0.266,0.734,-0.6908,"Washington student detailed 'mass murder' plot at high school in journal, officials say https://t.co/BgiY5YF7fI"
303,Fox News,Mon Mar 05 09:05:01 +0000 2018,0.273,0.0,0.727,0.4588,Welcome snow slows California's plunge back to drought https://t.co/FrIRQhcOKN
304,Fox News,Mon Mar 05 08:59:00 +0000 2018,0.147,0.0,0.853,0.4767,".@DevinNunes on House Intelligence Committee: ""This is the first time in a long time where you've seen Congress rea… https://t.co/1qiPNcZElm"
305,Fox News,Mon Mar 05 08:53:00 +0000 2018,0.149,0.0,0.851,0.2732,"On @foxandfriends, forklift driver and former lifelong Democrat-turned-@realDonaldTrump supporter Geno DiFabio prai… https://t.co/1IS3W3hmdA"
306,Fox News,Mon Mar 05 08:49:00 +0000 2018,0.0,0.198,0.802,-0.5719,".@KatrinaPierson: ""There are no boundaries at the level and the extent that they will go to to smear this President… https://t.co/p51R3CR741"
307,Fox News,Mon Mar 05 08:45:00 +0000 2018,0.0,0.163,0.837,-0.5106,"A  weekend nor’easter brought damaging high tides, flooding and power outages to the New England area. Thrashing wa… https://t.co/7d7V3ceLyT"
308,Fox News,Mon Mar 05 08:40:00 +0000 2018,0.0,0.191,0.809,-0.3818,Invasive rodent threatens California wetlands and there's talk about eating them https://t.co/CEg1KgBtUp
309,Fox News,Mon Mar 05 08:35:00 +0000 2018,0.113,0.176,0.711,-0.3612,".@DevinNunes on FISA abuse: ""The [FISA] court was never told that the Democratic Party and the @HillaryClinton camp… https://t.co/GJ601IPUks"
310,Fox News,Mon Mar 05 08:30:00 +0000 2018,0.089,0.266,0.645,-0.4939,"White House condemns Syria slaughter backed by Russia, Iran https://t.co/A3gRoA7zdK"
311,Fox News,Mon Mar 05 08:25:00 +0000 2018,0.0,0.133,0.867,-0.3818,".@David_Bossie on @realDonaldTrump's first year: ""He's in a fight every day with the swamp and when you're draining… https://t.co/HJXB86daOU"
312,Fox News,Mon Mar 05 08:20:00 +0000 2018,0.0,0.0,1.0,0.0,"Amber Tamblyn says driver tried to hit her, baby, in Brooklyn https://t.co/9vjkKejlUl https://t.co/8EF1WtFnkB"
313,Fox News,Mon Mar 05 08:15:00 +0000 2018,0.0,0.0,1.0,0.0,".@RepTimRyan on his book 'The Real Food Revolution': ""There's a lot of people in our country that just aren't eatin… https://t.co/4QnxqNC4EW"
314,Fox News,Mon Mar 05 08:10:00 +0000 2018,0.105,0.0,0.895,0.25,".@JudgeJeanine on @HillaryClinton: ""Unlike Obama who reduced our military every chance he could, Donald Trump has c… https://t.co/HMIF8EFmzI"
315,Fox News,Mon Mar 05 08:05:00 +0000 2018,0.144,0.0,0.856,0.4019,".@RepMattGaetz: ""It’s absolutely time for Jeff Sessions to either appoint a second special counsel… or have someone… https://t.co/p0boaM2w4d"
316,Fox News,Mon Mar 05 07:59:00 +0000 2018,0.163,0.0,0.837,0.5719,".@kayleighmcenany on draining the DC swamp: ""He won the election not with an extraordinary amount of money. He won… https://t.co/B521QRtX3D"
317,Fox News,Mon Mar 05 07:54:00 +0000 2018,0.0,0.288,0.712,-0.8271,"More
.@DevinNunes on FISA abuse: ""The FISA court is used to track bad guys, guys that are terrorists...in this case… https://t.co/ra7JsXP5cp"
318,Fox News,Mon Mar 05 07:49:00 +0000 2018,0.0,0.0,1.0,0.0,"On ""Sunday Morning Futures with @MariaBartiromo,"" @GovMikeHuckabee defended @NRA members against those who call the… https://t.co/Z8y7gXeEam"
319,Fox News,Mon Mar 05 07:44:00 +0000 2018,0.248,0.0,0.752,0.5106,Dem Congress hopeful posted eyebrow-raising comments about teen gymnast https://t.co/vzIZospjkL https://t.co/1NeIDmowq6
320,Fox News,Mon Mar 05 07:39:00 +0000 2018,0.0,0.256,0.744,-0.7351,".@SteveHiltonx: ""The American people got sick and tired of all that corruption. It is a big part of the reason… https://t.co/gn4b7NnydS"
321,Fox News,Mon Mar 05 07:34:00 +0000 2018,0.178,0.0,0.822,0.3818,LAPD officer revives 3-week-old baby allegedly slammed on ground by dad: police https://t.co/zDJmqvNjs5
322,Fox News,Mon Mar 05 07:29:00 +0000 2018,0.0,0.0,1.0,0.0,".@SecretaryRoss: ""We're talking about a total of $9 billion of tariffs. That's about one half of one percent of the… https://t.co/cfncz1Gk3I"
323,Fox News,Mon Mar 05 07:25:00 +0000 2018,0.223,0.0,0.777,0.3182,Airport worker rescues baby rabbit from deadly storm https://t.co/Gv5B49IQ8q
324,Fox News,Mon Mar 05 07:22:00 +0000 2018,0.0,0.0,1.0,0.0,"John Fund on @JoeBiden running in 2020: ""The Democrats have to make a fundamental decision. We know the Democratic… https://t.co/0zlj0DKxwg"
325,Fox News,Mon Mar 05 07:17:00 +0000 2018,0.0,0.0,1.0,0.0,"""All the things that #Trump has done, it's just been historic."" 

@JesseBWatters talks to one of President… https://t.co/C9adGwe9Pw"
326,Fox News,Mon Mar 05 07:12:00 +0000 2018,0.0,0.195,0.805,-0.5574,"Jane Harman on gun control: ""It's not a debate between guns or no guns, it's a debate about what level of protectio… https://t.co/dICdECwFHk"
327,Fox News,Mon Mar 05 07:07:00 +0000 2018,0.382,0.0,0.618,0.8885,"During his acceptance speech for Best Actor in a Leading Role at the #Oscars, Gary Oldman expressed his gratitude t… https://t.co/KqcluaROSL"
328,Fox News,Mon Mar 05 07:02:00 +0000 2018,0.219,0.0,0.781,0.6808,".@MariaBartiromo: ""The U.S. has been behind the curve in terms of free and fair trade for a long time, and @POTUS p… https://t.co/wOgsE9gxuN"
329,Fox News,Mon Mar 05 06:58:00 +0000 2018,0.449,0.12,0.43,0.8248,"Italian election: Exit polls show right-wing, populist parties ahead but no clear winner https://t.co/HExPUqh3nK"
330,Fox News,Mon Mar 05 06:53:00 +0000 2018,0.206,0.0,0.794,0.6369,"Fmr. NYPD Commissioner Ray Kelly: ""We have to give credit where credit is due and that's to President Trump. He rai… https://t.co/1LpWmXGwkH"
331,Fox News,Mon Mar 05 06:50:00 +0000 2018,0.0,0.196,0.804,-0.296,Putin: Russia will 'never' extradite citizens accused by US https://t.co/7dfScRBX0T
332,Fox News,Mon Mar 05 06:48:02 +0000 2018,0.067,0.0,0.933,0.0772,"""You and the Democrats have used Russia as an excuse for 
not winning."" 

On ""Justice,"" @JudgeJeanine reacted to… https://t.co/TeJ4d26uM5"
333,Fox News,Mon Mar 05 06:45:00 +0000 2018,0.107,0.182,0.711,-0.2263,"Peter Navarro on POTUS' tariff hikes: Our aluminum industry, make no mistake, that thing is on life support. That w… https://t.co/TsHZfGiU7N"
334,Fox News,Mon Mar 05 06:40:00 +0000 2018,0.0,0.0,1.0,0.0,Meghan Markle and Prince Harry's royal wedding: Everything you need to know https://t.co/JTlZiT31zt
335,Fox News,Mon Mar 05 06:35:00 +0000 2018,0.234,0.0,0.766,0.6705,"Peter Navarro on @POTUS' tariff hikes: ""What @realDonaldTrump wants to do is fulfill his campaign promises to the A… https://t.co/kts7XSsuAL"
336,Fox News,Mon Mar 05 06:30:00 +0000 2018,0.313,0.145,0.542,0.4215,"#Trump, Netanyahu to meet amid growing uncertainty on Mideast peace deal https://t.co/XnRBzY8fao"
337,Fox News,Mon Mar 05 06:25:00 +0000 2018,0.116,0.0,0.884,0.3612,".@TGowdySC: ""This Democrat memo makes me smile. If it were up to @AdamSchiffCA... it would've been a haiku and not… https://t.co/zRtj6923Mn"
338,Fox News,Mon Mar 05 06:20:00 +0000 2018,0.177,0.0,0.823,0.4215,Mueller team looking into possible United Arab Emirates money into #Trump campaign: report https://t.co/Qk1bgjfNpW
339,Fox News,Mon Mar 05 06:15:00 +0000 2018,0.0,0.121,0.879,-0.296,".@KimStrassel: ""@TheJusticeDept has no job investigating itself. It's not the way things go...@POTUS I know is frus… https://t.co/9Cl296JrUT"
340,Fox News,Mon Mar 05 06:08:03 +0000 2018,0.412,0.0,0.588,0.8885,"During his acceptance speech for Best Actor in a Leading Role, Gary Oldman expressed his gratitude to America.… https://t.co/jBMWO1Qzwa"
341,Fox News,Mon Mar 05 06:05:00 +0000 2018,0.0,0.195,0.805,-0.4404,ICE arrests 232 people in four-day raid of California's Bay Area https://t.co/Y8XE67UlLx https://t.co/NfsrGl82FS
342,Fox News,Mon Mar 05 06:00:21 +0000 2018,0.0,0.0,1.0,0.0,Tree believed to be planted by George Washington 227 years ago is knocked down by nor'easter https://t.co/E19yXOe5J4
343,Fox News,Mon Mar 05 05:55:00 +0000 2018,0.205,0.0,0.795,0.5984,.@MikeKellyPA: “This is a president who stands for what is most important to America and that is our safety and sec… https://t.co/ElLSnE6FHB
344,Fox News,Mon Mar 05 05:49:26 +0000 2018,0.277,0.0,0.723,0.7579,"During his performance of Best Original Song nominee ""Stand Up for Something,"" Common delivered this message to the… https://t.co/mtVFbHrPaR"
345,Fox News,Mon Mar 05 05:45:00 +0000 2018,0.283,0.0,0.717,0.7717,A high school basketball player helped his team win its division championship in the New York high school playoffs… https://t.co/6NbiVvqGdw
346,Fox News,Mon Mar 05 05:41:13 +0000 2018,0.383,0.0,0.617,0.4767,#Oscars 2018: List of winners https://t.co/uOBOb3lsZQ
347,Fox News,Mon Mar 05 05:40:00 +0000 2018,0.0,0.281,0.719,-0.69,'You're evil!' NYC mom of murdered kids erupts at nanny during trial https://t.co/Ew82U9qnIA
348,Fox News,Mon Mar 05 05:35:00 +0000 2018,0.213,0.0,0.787,0.4019,".@TGowdySC: ""I think we're trending perhaps towards another special counsel."" https://t.co/jtUzeKsSWw"
349,Fox News,Mon Mar 05 05:30:00 +0000 2018,0.244,0.0,0.756,0.6369,Frances McDormand invites all female #Oscars nominees to stand during Best Actress speech https://t.co/KhBLCbEoqf
350,Fox News,Mon Mar 05 05:25:00 +0000 2018,0.0,0.0,1.0,0.0,".@SecretaryRoss: ""We're talking about a total of $9 billion of tariffs. That's about one half of one percent of the… https://t.co/lrLo9fm6b5"
351,Fox News,Mon Mar 05 05:19:00 +0000 2018,0.174,0.0,0.826,0.2263,WATCH: #Oscars stars say ‘thank you’ to surprised moviegoers https://t.co/QH7KKVZo97
352,Fox News,Mon Mar 05 05:14:00 +0000 2018,0.0,0.0,1.0,0.0,".@RealCandaceO: ""I just joined the @NRA... I'm a black American and I know that the @NRA was started as a civil rig… https://t.co/0JDE7CLvI4"
353,Fox News,Mon Mar 05 05:10:00 +0000 2018,0.0,0.0,1.0,0.0,Audience reaction to Oscars' military tribute leaves some viewers underwhelmed https://t.co/1kaJmJWMb3
354,Fox News,Mon Mar 05 05:06:00 +0000 2018,0.0,0.0,1.0,0.0,".@GovMikeHuckabee: ""Tell me what would happen in Hollywood if you said, 'You can never show an AR-15, an M-16, a fu… https://t.co/DM8LXjBcSQ"
355,Fox News,Mon Mar 05 04:59:26 +0000 2018,0.244,0.0,0.756,0.6369,Frances McDormand invites all female #Oscars nominees to stand during Best Actress speech https://t.co/LVDP8xLhnS
356,Fox News,Mon Mar 05 04:53:51 +0000 2018,0.421,0.0,0.579,0.8979,"JUST IN: ""The Shape of Water"" won Best Picture at the 90th Academy Awards Sunday night. #Oscars… https://t.co/AUAB2EPvj1"
357,Fox News,Mon Mar 05 04:50:00 +0000 2018,0.241,0.0,0.759,0.5859,Kevin Harvick makes it two in a row with Las Vegas NASCAR win https://t.co/BDGwPSU7kW
358,Fox News,Mon Mar 05 04:45:00 +0000 2018,0.0,0.0,1.0,0.0,Democratic Rep. Danny Davis confirms Farrakhan relationship despite his view on 'the Jewish question' https://t.co/JkL4pbadxF
359,Fox News,Mon Mar 05 04:40:29 +0000 2018,0.317,0.0,0.683,0.836,"Frances McDormand wins the Oscar for Best Actress in a Leading Role for her performance in ""Three Billboards Outsid… https://t.co/nntpvwdqt9"
360,Fox News,Mon Mar 05 04:40:00 +0000 2018,0.0,0.0,1.0,0.0,High Schooler Hits Miraculous Buzzer Beater https://t.co/TvICctxAmS
361,Fox News,Mon Mar 05 04:30:00 +0000 2018,0.0,0.0,1.0,0.0,Snowboarder Survives California Avalanche https://t.co/Ni0CumiRaN
362,Fox News,Mon Mar 05 04:29:53 +0000 2018,0.303,0.123,0.575,0.6908,"Gary Oldman wins the Oscar for Best Actor in a Leading Role for his performance in ""Darkest Hour.""… https://t.co/2C5dk7Q0DV"
363,Fox News,Mon Mar 05 04:26:00 +0000 2018,0.297,0.0,0.703,0.5859,WATCH: Fans react to Allison Janney's first #Oscars win https://t.co/Ko2imK51St
364,Fox News,Mon Mar 05 04:22:00 +0000 2018,0.0,0.0,1.0,0.0,"Tiffany Haddish wears same gown to #Oscars that she wore to movie premiere, 'SNL' https://t.co/L7GTydrQEX"
365,Fox News,Mon Mar 05 04:21:38 +0000 2018,0.361,0.0,0.639,0.836,"Guillermo del Toro wins the Oscar for Best Directing for ""The Shape of Water."" https://t.co/WkmHhmz2qt https://t.co/zWr2Z4CdRt"
366,Fox News,Mon Mar 05 04:16:00 +0000 2018,0.322,0.0,0.678,0.765,"Mark Glyptis, President of United @Steelworkers Local 2911: ""@POTUS on his campaign promised to have fair trade, so… https://t.co/EHp8KYiLb7"
367,Fox News,Mon Mar 05 04:14:00 +0000 2018,0.0,0.0,1.0,0.0,"On ""Sunday Morning Futures with @MariaBartiromo,"" @CommerceGov @SecretaryRoss gave his take on the past and future… https://t.co/ZkyTacDXLw"
368,Fox News,Mon Mar 05 04:10:00 +0000 2018,0.0,0.0,1.0,0.0,"Maj. Gen. Don Alston: ""When we take stock of the overall nuclear capabilities that the Russians have and that the U… https://t.co/UTD0WaYUxw"
369,Fox News,Mon Mar 05 04:05:00 +0000 2018,0.157,0.0,0.843,0.4215,Jennifer Lawrence climbs over chairs while juggling wine in true JLaw style at the #Oscars https://t.co/pu7EtafwUK
370,Fox News,Mon Mar 05 04:00:00 +0000 2018,0.0,0.355,0.645,-0.8271,"Pair get prison for dragging kitten behind jeep, killing it with rock, posting video online https://t.co/ewJghM8M0m"
371,Fox News,Mon Mar 05 03:55:00 +0000 2018,0.0,0.0,1.0,0.0,Democratic Rep. Danny Davis confirms Farrakhan relationship despite his view on 'the Jewish question' https://t.co/YMWsoDRuI7
372,Fox News,Mon Mar 05 03:50:00 +0000 2018,0.139,0.252,0.609,-0.3182,'Bloody Sunday' remembered in Alabama with emotional march https://t.co/2inAceGCKV
373,Fox News,Mon Mar 05 03:48:19 +0000 2018,0.147,0.0,0.853,0.4767,".@DevinNunes on House Intelligence Committee: ""This is the first time in a long time where you've seen Congress rea… https://t.co/4TdBpGfmMO"
374,Fox News,Mon Mar 05 03:45:00 +0000 2018,0.0,0.103,0.897,-0.34,".@cabot_phillips on gun reform: ""Any time you give up rights to the government, do not expect to get them back. The… https://t.co/lLi1TeCupU"
375,Fox News,Mon Mar 05 03:41:00 +0000 2018,0.0,0.0,1.0,0.0,".@Scaramucci rips Kelly, saying he's trying to 'lance the boil' in White House https://t.co/EH2R3gtlWy"
376,Fox News,Mon Mar 05 03:37:39 +0000 2018,0.113,0.176,0.711,-0.3612,".@DevinNunes on FISA abuse: ""The [FISA] court was never told that the Democratic Party and the @HillaryClinton camp… https://t.co/nvPRGMcKWH"
377,Fox News,Mon Mar 05 03:28:58 +0000 2018,0.241,0.0,0.759,0.5859,.@kobebryant's #Oscars win raises eyebrows on social media on Time's Up-themed night https://t.co/jzdCuYichs
